ac9e1b17e5ec1aab65fd80bf9e5579a5a1edb5e0,MODIFY,executable,ubertest.sh,248,3
d5367485cffda897dbe38c1a8e0819e20f3bde8e,MODIFY,regular-file,ubertest.sh.save,244,4
